19052	8	1134
14308	8	2438
2680	34	2680
2246	14	1042
22394	50	2862
10398	0	498
602	40	602
5548	0	1734
18442	10	1740
16916	0	2528
8298	6	2600
6254	0	848
25694	16	1194
12848	0	180
1316	136	6410
13078	6	4698
16720	162	16722
4666	2	706
5448	4	580
21126	24	2256
3876	0	14
10522	0	510
7980	0	690
4310	0	814
6856	0	1028
9736	8	436
8402	12	1512
7266	12	2580
12414	8	24
27278	12	2054
22746	2	2070
17980	50	1598
7424	0	13796
18298	14	708
5538	0	1370
29746	32	12872
14634	6	12358
19358	192	5694
20284	16	2338
8056	22	1476
4538	6	2018
6268	2	3730
22954	2	1618
27132	50	2112
3192	54	1942
9758	6	2090
15854	10	714
26062	14	1612
8934	0	360
5210	0	632
15342	6	2348
28332	2	570
6820	84	13534
6486	0	754
14648	0	248
6116	0	742
26410	238	968
8266	6	2524
7912	0	20
27886	32	9868
6556	0	156
21948	46	4884
16034	6	4528
11340	0	50
23340	2	4156
7056	4	58
4558	0	408
6180	0	136
16124	6	2656
8714	50	886
10120	0	326
4136	4	1834
4734	0	300
3436	0	408
13060	6	1996
3586	0	856
21822	2	1562
10188	0	1138
21560	10	706
4034	6	9778
17882	10	2284
9618	0	52
6134	0	134
14102	4	302
9950	28	12822
3358	0	814
4402	4	2664
4420	0	260
12810	12	2816
11532	12	1354
11068	0	464
14454	0	1444
20702	8	4298
15306	26	15306
6880	0	616
8566	0	20
6196	0	1688
10722	0	102
8320	0	3688
1876	54	6022
2852	4	2404
3656	8	2442
5556	0	742
18454	0	396
15296	16	512
4190	0	1374
5574	0	890
24600	16	1660
16878	28	3240
16810	52	160
13260	4	1184
18844	10	1932
15568	0	1862
22594	10	1394
22620	66	7848
15680	6	4234
3650	0	1658
12048	0	638
13212	70	8130
12242	0	192
4330	0	1506
6150	6	8352
14034	8	2626
3072	0	420
22330	52	160
10716	0	100
18688	0	46
7078	0	428
4618	0	1638
17004	20	9760
24510	222	21428
8878	0	222
2646	36	3262
11880	6	2672
6904	2	2618
8174	0	2200
1700	2	1432
9004	94	6944
18098	10	2132
5496	0	178
11072	44	110
8292	12	4752
3370	0	1492
15740	22	1624
4628	28	2464
8126	0	82
10826	0	214
8400	8	1676
19716	0	1036
15638	44	10
7420	0	80
5238	6	1710
7830	0	106
7198	2	726
16994	2	914
21040	20	3210
14002	0	48
5788	4	1952
22398	90	1622
17106	226	724
3742	0	182
8094	0	2074
29102	6	2880
5282	0	652
16216	12	7512
29166	2	9438
22546	30	798
9560	0	820
9592	0	712
7640	10	3598
8014	26	594
13010	20	2068
5850	0	1088
13170	24	5796
6968	0	20
21358	10	1412
21688	0	2174
12472	0	78
15920	44	10
19086	12	4358
12712	6	2538
4538	12	1864
2684	50	4
574	54	1484
7692	0	42
9188	0	132
14408	64	2618
15708	6	3972
24388	28	12822
14880	0	384
23586	106	2224
14348	4	608
7746	4	206
24146	2	2188
10630	12	4258
13696	0	112
26572	14	1924
3848	0	126
6792	0	124
6564	0	102
14090	86	382
11428	52	160
14734	16	5620
14364	0	356
6554	0	270
10546	6	13896
10692	60	364
26354	2	1706
11536	64	1944
8338	0	476
5070	0	192
28484	42	1508
8752	28	12232
9028	0	694
2030	70	484
3908	0	564
22572	230	0
9742	0	288
11984	0	1320
3740	0	252
10118	14	2496
22708	88	348
4112	2	0
6168	0	2690
8546	6	4704
11430	8	508
4980	0	28
4426	0	152
6256	0	196
5514	0	1584
11054	0	510
2978	4	316
7446	0	1832
10808	0	754
12374	0	794
15046	0	290
5220	0	296
14278	0	1230
7482	0	648
4790	0	1688
7768	4	458
11576	0	1126
15080	0	4422
22486	138	1998
21536	10	1524
4216	0	52
7004	2	2566
3092	0	314
8294	76	8002
13066	24	3124
19638	70	1892
7842	0	100
17612	44	154
5702	8	2550
12518	0	194
9282	0	616
4082	0	694
5746	18	1578
14586	22	1448
13820	130	2286
14194	2	2616
26848	16	9902
19502	182	1678
4330	2	1224
7944	0	58
6926	2	2158
24046	0	1642
10422	72	13220
5252	0	1274
29498	2	1224
17226	0	918
14468	0	180
2750	112	3594
9680	0	94
8660	0	738
7918	8	942
6486	0	1182
9678	0	638
9940	2	1192
19728	52	160
6520	0	480
3374	0	506
8548	8	154
20704	0	2096
13932	6	5996
12342	88	348
22128	80	9442
14922	0	226
8948	0	2666
1242	36	3286
10294	0	346
15786	12	774
3728	0	332
26092	182	1678
23998	10	400
19308	16	1056
13668	6	2470
15028	0	412
10326	0	32
12866	2	0
20216	12	1516
8428	12	1582
26882	0	854
5576	0	166
4708	0	86
4232	6	9778
13532	0	2010
11532	16	320
20894	2	1784
11218	0	2108
14156	14	1334
19616	24	3962
16042	24	2234
16854	0	174
3358	0	116
9430	0	816
16538	38	6562
26446	50	1004
7564	0	36
26204	0	1036
3970	18	3716
26098	6	2540
25688	14	1366
11946	0	350
12420	0	1142
25984	6	7256
14996	22	1154
19922	16	2564
5460	4	2042
3708	2	482
23216	10	2738
3584	0	124
4930	0	574
6700	2	13494
18084	10	3832
17000	118	760
9010	18	84
6482	0	94
8630	0	582
20970	14	1470
7680	0	208
9528	0	672
5108	0	644
28476	10	7032
3472	0	684
4558	0	100
5906	0	608
29044	54	3814
23500	28	4630
13994	0	1146
2770	20	1516
7126	0	370
10276	18	486
3754	0	68
7002	0	78
12592	0	816
10812	0	16
24490	32	2352
18452	0	132
11872	0	614
5768	8	660
17518	8	244
9996	0	1916
2650	0	22
12158	0	1232
10058	58	1002
15518	8	1020
21056	44	24
6816	0	854
24742	2	2708
6848	8	2096
14872	14	2
4036	0	990
5488	0	266
4094	0	756
11704	8	3176
13216	0	178
29830	66	3864
9286	162	9286
5264	0	302
28406	2	3288
9368	2	6
4148	0	502
10806	8	942
13814	0	354
18456	2	13388
26218	2	2918
4994	0	538
4288	0	274
27568	86	1804
6358	102	796
7410	0	152
26444	2	5450
8492	0	302
7160	0	518
23548	0	1226
25686	8	244
15038	0	934
4844	0	2930
14854	4	8722
10350	6	2290
22784	0	138
14710	8	2700
10244	0	712
7310	18	486
9880	24	2234
11594	50	1198
19194	30	1770
3744	4	546
17908	28	2464
28176	10	908
5286	0	250
5676	4	876
20850	0	2328
5302	0	858
12506	0	2178
20374	2	3008
14460	2	25240
5278	0	50
7646	0	2298
20566	10	796
3002	0	1514
14078	0	62
2888	0	358
7590	0	1302
8624	8	1806
11156	16	1194
18252	0	2380
14718	10	1870
25492	32	1772
11036	0	1118
11948	0	2344
6990	12	1354
9748	4	988
4048	0	1522
5470	4	674
19712	6	1984
9762	0	124
20634	18	1096
1912	6	2454
12318	0	48
10144	4	94
5166	0	1654
21094	10	3096
4460	4	1112
5282	0	396
12040	0	2306
4320	4	2498
17848	6	23306
6214	46	2204
8650	38	238
3518	0	678
27590	184	6604
14928	4	754
14802	0	54
27752	10	620
7914	8	436
2246	14	606
7136	0	46
14936	6	8088
15304	0	1994
13696	2	1850
12730	76	17860
24074	4	632
5114	8	3186
25544	46	1502
28148	2	828
21240	162	15156
6490	0	1888
18544	6	1814
3506	4	2038
17238	0	414
6984	22	1452
4160	0	3496
6142	0	750
11296	0	1388
3626	4	80
7888	0	754
8774	74	1686
9218	0	1202
4272	0	128
5684	12	1072
20544	10	2070
6526	0	1828
9232	0	166
5860	0	220
16880	10	680
4670	2	2156
15548	0	78
6870	28	4182
4738	2	1836
2826	8	7342
8850	8	2448
5376	0	232
16322	42	10914
10248	4	762
7388	0	150
8952	0	848
3590	4	278
4744	8	772
3948	0	1068
7260	0	3220
1198	40	1198
9500	0	216
6648	0	2422
19050	10	666
10558	14	1364
16794	0	2084
12596	0	172
17654	8	1928
6922	4	14
5420	0	158
12014	0	198
11874	0	58
12258	52	2232
16376	0	902
3344	4	2128
4310	0	2724
10562	20	864
6324	22	2032
15330	6	9730
9512	44	110
10040	214	12500
20038	14	708
24636	2	2542
18120	84	24346
3262	112	2646
13712	0	1038
6758	0	9642
4572	0	2716
5560	0	816
26156	12	3390
10926	8	2588
11500	0	1446
24654	28	9328
7298	16	1072
6878	0	2200
6592	4	158
6812	0	96
25790	12	3412
20956	0	422
13036	14	1042
2164	36	258
4830	0	586
6850	0	2082
11616	130	2516
6220	12	3166
4606	4	2128
11358	0	1298
3256	0	134
16910	0	72
3142	0	102
9418	4	842
9720	0	230
7792	4	712
9070	12	1904
17776	6	7548
11794	0	2380
25032	2	1518
15458	26	2778
16234	80	3852
2906	0	446
7334	0	1320
15070	0	644
14844	6	2600
25258	2	1424
11354	0	176
8948	2	2772
17724	74	1686
8104	4	416
25936	2	706
12508	8	24
9166	8	2096
5480	2	732
3378	34	2816
17972	0	5778
6656	0	2426
11158	0	558
5856	0	562
19516	10	2918
7718	36	5934
15242	16	3224
6080	0	278
13736	2	1010
3836	16	550
6008	0	64
11978	14	1796
20550	20	3632
13296	8	3616
18632	42	1024
5754	0	68
9064	4	218
11404	0	176
9284	4	422
5656	8	2744
14482	0	648
17994	6	4336
3550	2	23664
18738	8	940
10184	0	948
5182	4	50
21994	10	212
15168	6	4836
22250	0	262
13978	0	2120
5838	38	406
4924	6	15692
17006	0	928
9190	0	318
16890	0	234
7498	8	1736
11698	0	556
22096	2	566
15290	88	348
21348	6	2456
8716	0	338
23376	10	1148
10494	2	484
3508	0	102
13142	16	512
12184	8	534
8908	8	1552
5634	4	1100
5160	0	380
6122	0	686
12596	0	752
24322	12	2462
3336	0	894
2866	4	434
23598	10	5030
15222	6	2348
7840	40	7840
2902	2	818
12634	4	42
5946	0	356
5826	2	2388
9736	8	604
23728	2	954
22648	2	1408
6464	20	1154
25858	4	42
4802	4	120
4140	0	16
17852	10	1524
23258	2	2576
6518	0	218
5676	0	76
11908	0	226
5976	14	2146
4314	4	270
10686	0	1146
16244	18	1256
10298	0	476
28336	16	1482
20696	14	1366
3860	84	2080
20870	8	9896
12756	0	292
13112	12	1652
24680	56	1326
19004	0	190
24236	62	2368
26586	6	4296
8036	0	136
18582	0	108
21690	46	3298
14232	2	1804
3898	0	426
15984	2	620
19262	10	3096
1482	14	590
10176	8	2212
3682	0	412
3114	0	906
22706	2	0
5236	72	3924
27532	2	1396
28808	2	676
17406	6	2538
8988	0	630
26630	22	22786
11702	0	54
22282	10	1170
10820	6	2086
9304	0	106
5408	6	1252
13754	26	3330
29458	6	7026
12412	8	3994
23904	2	1424
12006	0	2494
15486	0	1032
1310	98	9652
5696	0	98
14770	0	100
8268	16	692
7204	2	2536
4130	0	16
12686	0	784
6244	8	1174
7336	0	282
16694	0	652
12058	0	500
20876	0	4872
8980	4	2894
12758	6	22842
15254	64	3456
18730	0	16
20600	2	2334
15546	0	266
4674	0	1382
5074	0	456
23884	0	1340
4438	4	332
4230	0	890
20228	72	20154
15588	0	260
15612	38	1072
20662	30	4018
9412	0	2140
29132	10	2188
16544	0	648
13778	22	3666
13480	14	2
16118	6	2268
8720	60	3406
3410	0	1566
17436	112	17436
1250	154	1988
4544	0	1968
6272	6	2460
13120	14	2546
16840	10	1848
28192	10	8784
6484	2	452
10164	0	792
6454	18	1578
22934	10	2452
14602	0	194
5480	34	1316
4712	0	2318
15802	14	2
5718	2	1004
14310	0	356
11778	2	1396
6740	8	170
24964	172	324
8162	0	72
5404	8	1602
6178	0	1826
5558	4	3546
18400	0	660
8146	0	1786
10724	0	1704
10540	6	6900
6476	2	2136
14328	8	2342
9108	0	92
12646	8	654
7658	0	558
14464	0	326
8028	0	188
3898	0	52
14660	12	1754
13640	0	370
21724	0	2422
6746	0	1846
23584	56	1006
12980	8	5666
9218	0	50
17394	2	1662
1636	42	4
14388	0	562
27500	48	1380
8840	0	180
13806	84	14262
6720	6	4270
10292	0	196
9024	0	6132
6234	4	236
5682	0	292
4608	8	1712
23114	10	2832
20340	2	2412
8358	0	424
13728	0	1972
16968	130	1824
22894	42	442
5686	0	94
13634	18	84
12564	4	366
10962	196	14676
17608	0	414
10568	24	3784
8430	2	12888
16178	18	38
14842	24	2234
9834	0	28
7192	0	70
5442	2	0
4974	0	1444
8688	2	0
26390	0	996
5588	0	396
3364	0	104
26344	10	1902
6578	0	816
5502	0	44
3388	52	2486
2812	4	430
27354	32	548
6518	0	978
5752	0	1530
1024	40	1024
7374	0	2218
15758	12	2248
11392	8	508
4942	16	950
19456	236	178
8916	34	11024
7044	0	1258
15426	4	374
7492	0	630
28522	2	7520
5096	0	816
6650	0	2142
10664	0	1748
16296	2	704
10244	0	518
7140	0	526
13976	0	630
14228	0	4498
8346	0	776
16868	0	202
20784	138	2188
21662	98	2396
9582	68	9426
8902	0	1650
4152	0	822
5720	0	2038
19934	22	864
17040	2	2732
19532	10	212
25478	2	2334
10432	8	534
7066	0	356
4714	0	1530
28542	10	1632
18884	12	7008
5756	0	140
7444	4	476
4932	2	6998
17672	8	114
15212	0	374
14668	0	1876
10312	0	766
5502	0	1744
17760	26	466
3714	0	124
8530	0	418
10802	0	268
15850	6	10682
10096	0	234
17364	42	1360
12438	6	2168
10824	14	1470
2592	0	3290
26394	110	1966
15332	72	10354
7488	0	352
6546	4	1858
12910	14	2
25176	88	348
5216	0	488
5116	126	1782
3414	0	270
17012	6	5492
8782	6	6044
10942	0	586
18212	8	2526
8786	0	182
5714	0	330
24356	12	3030
6960	0	476
14214	12	3686
10056	18	38
17208	6	8536
7144	0	644
11190	0	1190
13566	100	1214
11916	0	736
26488	0	4496
3872	76	406
7076	0	2206
24292	0	62
10014	4	1750
5294	0	106
11580	4	986
12126	6	1604
16976	20	1798
4874	4	1182
11068	2	21894
3110	26	628
9956	0	100
9470	4	352
10576	6	5492
15680	6	2472
4438	4	460
7864	4	694
18644	0	384
21788	10	212
2650	0	18
9830	2	21152
9692	0	338
12456	6	2086
9854	22	972
4748	0	314
13438	4	202
10490	8	3994
11662	0	370
23880	46	1556
10338	0	790
28188	32	7442
5976	78	668
3820	4	426
3338	0	140
6410	34	2520
26860	2	1394
25502	46	612
21344	4	304
25906	30	1718
9090	0	618
2888	0	488
23954	0	120
3630	2	1136
10378	0	1340
15416	2	4866
25024	6	26176
6880	0	1456
3998	12	258
21334	44	24
6174	0	16
18876	2	1944
3666	34	2682
16600	34	12546
3194	0	134
12540	24	2256
13544	0	806
3712	0	1648
7098	0	56
21818	8	1708
13294	6	2290
23162	2	2330
10108	0	658
7030	0	370
16432	12	2248
26560	0	1318
13682	30	13550
5280	4	490
6616	0	936
3488	8	3100
13888	20	744
5622	204	14488
8586	2	2388
8100	58	610
19804	345	18084
17072	20	1280
2530	4	1322
23582	80	1940
3102	8	912
12454	24	8040
7552	0	3180
11450	22	1538
5016	0	564
4998	0	194
6676	0	190
4478	0	822
5592	0	14
13870	0	106
10384	12	1454
4684	4	122
5140	4	438
21438	10	768
19044	0	948
22924	6	22124
6276	20	6570
6594	8	2446
12446	0	46
11688	8	2030
11840	0	446
5572	0	8
2808	4	1832
8810	0	716
9814	0	104
7162	2	1052
11710	4	684
5540	2	0
3916	0	3180
4686	4	1014
12326	0	1936
6674	0	1666
7868	0	2006
3250	0	2498
26472	6	3144
17244	0	172
11244	12	1600
4228	0	438
12470	12	744
24722	10	5030
7204	8	1712
10250	0	1390
20302	194	6
24270	14	2
8816	0	506
19138	22	18944
5170	0	986
7540	0	674
16212	0	3450
5140	4	120
15308	2	1010
22426	0	146
13504	0	36
8764	0	558
21742	0	750
3092	0	358
8918	0	1866
27986	30	4524
10344	0	1020
8256	6	2620
8464	2	1958
22858	0	174
2942	8	660
17378	96	1034
14586	24	2100
17430	0	228
12112	2	1524
3452	120	2562
16438	0	12086
19752	92	1328
9576	0	52
13758	8	1290
13144	22	4050
4480	0	176
9346	8	3854
6834	0	462
3646	0	362
2750	36	2430
12382	6	3812
7810	0	288
13126	6	10834
5602	0	870
5276	0	4416
24226	2	3184
25960	18	1960
3526	0	148
12176	16	2326
23760	48	1618
6506	0	88
7762	14	1334
15370	6	1250
9544	0	162
13930	10	1000
7720	0	782
20572	20	9298
10916	46	1620
3120	0	228
24192	0	104
10060	6	8440
4580	0	730
15646	32	7442
8460	0	518
4326	2	2814
5082	0	2076
3786	2	1842
3238	4	1888
20092	16	1194
25956	82	2798
6644	52	160
11488	0	634
6072	0	862
11436	4	1040
17722	0	76
10838	22	2032
7152	0	842
15418	0	46
6758	0	616
11910	0	68
15096	0	2744
7108	0	56
116	54	2112
4976	0	572
12656	0	138
17204	0	1206
1600	36	364
9538	0	304
18600	6	7312
9024	0	108
17448	84	16436
13586	16	2274
6380	0	122
7128	0	124
10162	0	852
10492	8	204
16922	0	44
22056	8	2332
5998	0	1014
12028	0	168
5616	0	300
21444	0	572
4686	4	70
5988	0	180
13020	2	1398
10166	42	2070
4826	0	440
5312	0	202
20510	152	5956
9502	0	456
18246	0	268
4970	0	518
15198	0	366
10764	14	540
9272	0	1130
17776	16	692
13252	152	1754
6752	0	1378
18568	14	1610
8876	0	936
3744	0	1304
6638	4	112
29216	8	17042
2012	184	5232
22640	46	612
5948	0	146
20068	24	3774
5950	0	368
5274	0	90
18876	2	1966
9156	4	572
3046	0	52
1600	112	3206
9842	0	396
27848	2	900
10754	2	2216
10632	12	1072
8202	142	13462
9024	0	860
606	108	504
4008	14	1780
7290	88	348
26784	10	886
17566	2	1152
6316	0	18
4014	2	20592
6556	0	166
21432	2	1528
7832	0	632
12282	0	3418
3226	0	766
10712	0	826
12196	8	3762
10654	42	952
12228	74	1686
4818	8	1628
7094	0	282
4030	0	66
4340	4	30
25514	158	1592
29838	302	1452
10506	2	4070
5712	0	574
13300	0	98
23466	0	98
12662	0	1228
29258	8	940
17362	6	4824
5416	0	100
6066	0	366
20546	2	442
4580	0	76
11702	0	1572
12928	60	7984
13782	0	174
8012	14	1872
4042	0	50
16250	2	838
2866	0	248
19704	2	2252
11328	92	688
24826	20	6440
10080	8	1404
5528	0	748
22530	10	212
9072	38	1882
11336	0	156
17150	16	904
11786	18	1698
3254	0	1274
6006	0	188
11376	2	0
9520	0	1076
24754	90	382
5580	4	582
4996	0	428
24656	28	9328
6694	0	182
14700	0	28
22522	38	1454
13862	0	892
11538	6	8218
5420	0	1422
6182	0	5810
6086	0	686
17788	12	1864
15614	6	3118
5950	0	12
19084	26	2176
10558	26	2778
8420	0	108
7496	0	52
9342	0	312
10580	16	692
5094	4	90
10510	0	284
6288	4	586
11304	0	2040
2648	0	92
9036	0	292
27300	10	3090
12538	4	46
22018	2	444
18038	94	18040
15330	20	2434
20902	0	758
25718	32	4626
3002	0	316
13740	16	944
2250	40	6
22002	0	182
18610	0	1994
18820	0	3170
28822	2	7734
1072	34	238
23738	2	1850
9560	0	890
11334	0	304
10318	2	2576
6918	0	14
25456	0	446
6784	2	3888
7356	0	1704
28268	14	1366
14972	6	2346
7460	8	432
5820	8	660
21876	106	2224
12092	8	560
6908	0	438
3386	12	1154
9876	4	562
9202	14	1926
8624	8	1124
16682	0	580
6700	309	7340
9536	0	434
11570	14	1926
23754	164	5944
7568	6	5772
1270	150	1576
10390	216	2976
5844	0	1230
5200	0	16
28590	2	2886
5946	0	240
10090	0	90
10088	4	220
4084	0	1202
13984	8	1278
996	54	602
5466	0	2004
9260	0	2668
24274	0	260
29834	42	2262
8426	0	580
3672	4	746
4474	0	1342
15078	88	348
6476	0	106
21714	2	1752
15916	0	274
14070	0	1266
17688	82	4236
20124	38	2920
7936	0	2318
10264	2	1270
4418	0	614
7332	0	456
9936	6	1984
6500	0	494
20854	2	924
6878	0	984
14608	14	2
7162	4	1504
13354	0	814
10690	0	7176
11832	14	1694
17342	0	54
3132	0	648
4876	0	90
10972	0	278
4054	0	464
10576	6	2548
12194	0	1220
3432	18	688
11080	0	66
5972	0	36
18334	8	3266
9900	2	1224
5984	0	1008
17198	0	616
13814	0	14
3430	8	834
11402	8	1712
3326	34	2314
20780	0	232
6404	0	502
2546	108	1844
19084	14	2
8510	2	1534
24374	6	2456
9104	76	6460
8546	6	3576
5726	4	86
27956	98	768
18992	0	3654
17490	24	5266
23564	6	22028
21140	2	1724
15362	12	5706
14896	6	9018
19918	16	2296
29666	38	1894
18046	0	32
25424	172	544
4606	0	1258
16228	20	3210
1000	40	1000
15136	24	2100
11836	26	466
8640	6	2854
10240	0	98
11226	0	2622
9242	4	12206
5032	2	6
11218	0	1018
15334	6	2316
16906	6	6900
17384	12	310
2300	12	258
714	132	886
26090	0	96
26980	26	3330
16978	0	180
16422	0	2028
4874	0	754
24160	50	960
14386	0	286
27074	6	1608
8230	4	178
16342	18	1698
15966	0	1776
9324	0	42
24590	8	10
12980	8	2482
2790	0	220
18534	8	110
23360	60	2704
7946	0	648
11458	36	1684
9986	60	320
7868	0	2582
9520	0	776
23928	156	25294
9886	0	480
5958	22	524
5726	0	390
14942	40	1620
9796	0	1504
3002	0	1018
8370	8	604
3552	0	728
13644	170	714
8056	60	1476
7986	0	1236
12744	4	386
11996	0	776
10424	0	510
15112	58	812
7656	0	710
12890	0	52
24328	82	1746
4430	0	70
3336	0	1750
8990	0	150
11820	10	868
7242	0	456
7350	0	178
12786	0	224
11102	8	1554
15742	24	4568
12076	0	698
6686	0	632
2834	0	312
20582	0	1704
7384	0	500
9992	0	200
7728	0	270
11368	0	918
15940	0	488
24644	42	868
11876	64	1966
2248	36	2920
4538	12	8450
14840	16	1660
12902	2	3842
4876	4	80
4674	0	126
28486	62	952
24964	230	324
25380	0	150
24730	10	570
5222	0	2010
11070	0	1044
7088	0	814
24664	16	2326
14236	4	424
29142	26	2778
7096	0	148
27810	70	1398
28416	184	2938
18112	0	20
29952	32	17784
1812	26	628
3808	0	1490
15608	8	5422
7870	0	202
6434	18	472
23358	0	432
14460	8	1976
5182	0	240
13838	0	5174
8690	0	58
9368	8	2448
5726	4	128
9570	0	4434
11654	2	2302
6884	0	88
13262	2	840
6528	0	586
8574	18	84
1294	48	680
7034	10	1350
5690	4	758
5538	0	1234
9864	6	7716
11506	0	298
5280	0	690
8968	0	328
18192	6	6688
14852	28	9328
4860	8	2482
3386	16	770
4654	6	1160
25710	56	1006
5892	0	18
20276	6	9730
15934	52	160
24484	54	24676
19574	10	2860
16092	20	2628
10100	4	1014
23160	2	2236
10828	0	374
23282	30	3912
9514	4	86
14900	0	684
14028	0	416
9704	14	708
7820	0	1258
2900	0	2040
19764	0	12854
13488	60	7240
13406	0	1246
14124	0	16
12354	0	72
19000	2	566
4886	0	1416
6854	8	11900
19020	8	264
23526	10	400
24356	38	3030
17648	2	1086
10582	18	9358
10458	0	240
11736	12	744
7798	4	312
10006	0	1972
8074	4	116
17368	2	212
24232	90	3828
12318	0	1244
19674	4	384
3576	2	1836
8034	116	1338
13008	136	18290
5038	12	6286
21108	28	4182
2514	2	482
4766	18	472
12850	26	1636
7536	0	870
29878	2	1224
10748	0	194
7452	8	3048
5400	0	2670
9864	6	5506
6002	0	2876
24410	0	1028
930	40	930
24562	2	4668
15418	0	398
16800	8	1180
29330	2	2814
18562	0	46
4946	20	2358
2988	0	946
15524	44	722
5336	8	2722
12154	0	424
3682	0	32
6652	2	1408
11198	208	14754
5446	0	196
14162	38	610
4754	4	646
17568	2	1204
27322	2	2024
19114	12	2916
22562	0	12
5150	10	2188
13376	14	7670
6902	0	138
23028	6	5020
6000	0	1050
2528	40	1734
28916	56	3692
12048	0	614
17554	54	324
9068	0	192
26850	46	4884
17020	12	7404
24714	10	570
18694	0	1200
24448	6	2696
20176	116	962
13822	6	1608
12960	2	0
25586	82	1728
25210	24	3696
6370	4	476
14574	0	2160
16448	6	5098
10926	8	1584
