15822	15665
96	81
28302	27725
2672	3465
22616	17051
22710	27825
9588	10081
13978	13933
2942	5667
16870	20805
4264	3765
11382	16855
5500	9823
12850	19035
10850	9125
10774	11047
16490	20127
4030	4119
11724	22559
22116	21405
19944	19409
8308	7287
14840	17827
18596	24731
12546	29723
20830	20163
26830	26127
23244	22525
10672	10971
25896	25219
26524	25793
22966	28681
10080	10561
5262	5049
29400	27339
29028	28653
29984	25863
5896	6853
20920	20259
27436	26705
15142	15075
5644	20215
23156	22427
9952	10459
12660	12753
6766	11391
10040	18459
11402	9551
5906	10367
1724	1973
22100	16783
26882	19281
1758	3109
10472	10881
29838	29809
3286	10495
26120	25435
20212	19563
3168	5263
22462	21735
5634	4443
22706	9693
20864	13395
27704	20583
16606	26885
9696	14723
21174	20485
1634	3817
262	251
1524	1851
18890	10579
10038	10527
29454	24797
3184	3405
14716	8159
728	563
28800	23021
14114	14033
5164	7575
12030	18037
2584	7571
1850	1685
5200	3707
6296	8915
13998	21465
22372	21421
21116	20451
1404	1271
14366	11833
13346	16111
108	149
21460	20765
29552	29651
25076	24429
27080	29171
892	723
25768	25107
19100	29981
23520	17409
26804	26097
14568	17437
27980	27345
21578	13645
15452	12687
12616	8667
25084	29155
16964	16617
9916	8487
2824	6207
28926	23299
28870	17533
24834	17919
18310	17911
12792	18889
17898	5309
2192	2363
17548	17181
7768	5567
15370	12319
11004	9209
1370	1063
27638	20439
16668	16337
14678	12051
5492	3369
3724	5651
15362	9457
1922	1331
23250	22533
12534	12429
13916	16749
11110	27111
19532	19135
26592	19787
28506	27981
25346	24723
25254	24641
14100	17863
19226	25915
12912	5801
16100	18085
25838	18435
15474	15347
12934	13063
21502	20801
12538	8605
18976	18433
19806	15807
10664	10961
5954	4637
25292	24667
24514	17763
24846	24087
306	303
10646	11707
18102	17661
24738	24007
2814	3701
25480	24859
14102	9597
19050	18693
14806	13015
28828	28391
20068	21193
15248	18329
12194	6609
16594	13469
18016	28541
4536	14769
3468	4171
24732	23997
22290	21581
16282	15995
22660	21953
1544	1769
25282	24653
26858	19223
398	347
26526	25795
12036	3101
20280	19587
1190	1177
27910	21027
11298	11475
20452	20889
21718	27235
23010	17203
15448	12681
4100	4967
17846	17451
26806	19149
21308	4209
13740	13487
600	391
20362	19669
7376	14549
16820	13571
17968	17545
14282	11771
26750	26031
28328	27761
25110	24493
26966	15857
20432	19755
13582	20577
3288	8557
3662	5281
17328	17937
3732	6719
180	127
10480	13073
16092	15205
26704	18939
29586	29489
2628	3055
19680	19293
14304	17201
21890	21149
14614	28329
14950	12255
28436	27907
10134	18591
4854	4041
25250	24639
23864	23167
9572	25339
24180	23447
17392	17015
312	469
856	807
16948	27239
27486	26765
3788	3487
14488	22687
19304	25959
17162	21399
29042	28663
1242	7477
26670	25933
18806	25259
29632	29569
14922	23957
25718	29505
4152	3711
25774	18419
3542	6165
9824	8427
13242	13215
28206	27605
9624	12169
19160	15517
24574	28797
26000	25325
19238	18841
2842	2775
28208	27607
27304	19973
17116	15929
19858	19427
8220	8925
11616	9725
12052	4505
27206	26449
25036	18259
7362	8171
816	609
27452	26725
12246	12417
13156	14847
21792	27263
25222	22183
15446	12679
3918	10783
1096	1025
14452	14291
17280	27587
20242	20227
1094	1195
22876	17137
8306	8975
15408	18513
8294	2925
18318	17915
15250	18331
19012	24937
19758	19359
19556	18991
17954	12059
12266	15033
12488	10725
24120	23391
14838	10115
12620	10615
28236	27641
28528	28023
29182	23883
9688	8299
12198	10231
3244	2375
4488	17733
25332	29267
86	83
27846	27193
17058	13799
13360	16123
23492	19023
28548	28055
28830	28399
26138	23245
7584	4599
24062	23331
7152	6471
15938	15811
1648	947
38	109
29822	29793
11962	2803
4220	4301
22728	6381
16958	13715
27612	26893
6576	6019
9314	7987
1642	1255
14900	12213
4526	5443
1920	5397
25798	29533
13710	13653
25982	29653
20220	26333
9346	17329
29040	28661
5380	6003
1770	2951
13690	16519
1990	2077
10848	16209
14912	23859
6350	6809
4948	7275
28234	21671
9226	17247
14508	22727
18602	18297
6342	10079
24144	17613
26014	15287
1838	1797
29192	28873
19714	19315
11376	9513
18716	29487
11016	13545
13326	11049
28578	28087
16872	27137
19178	18785
11008	8145
22262	21541
13806	21155
16932	9311
13982	13927
3074	2707
19970	19789
20888	20219
20120	24477
21794	27265
29202	28893
10946	16323
7406	8225
4662	10505
27370	26637
1012	601
13926	13885
14368	17263
15880	15755
21100	20433
7122	7951
19558	27313
29370	24343
29602	29519
22612	27721
16044	18477
25470	24855
9650	5415
13118	18091
19032	15431
12386	12299
23132	17267
23428	28227
6288	7235
9078	9633
13878	11471
27408	26675
15808	15715
9010	9589
8288	6883
26978	26299
29098	23717
1930	2831
26056	25379
25386	15135
19710	19313
24824	15621
27318	26567
24096	29321
25328	10409
14374	14253
12366	15145
8234	10931
5762	10105
19418	19015
29008	28629
9948	8515
11932	12083
8286	19559
21438	20739
8156	12975
26824	26119
11588	12839
13880	11489
21018	13461
18778	18441
19474	25351
27978	21231
11978	28595
9570	10061
5658	6601
24766	24025
10954	4949
20664	26571
23116	22389
7390	8209
23324	22627
6566	3647
22394	27629
8058	4749
3698	4491
20572	19925
2454	2545
6134	8727
29626	29555
10178	8705
7876	8643
27936	27285
8464	9109
11872	8119
21870	27487
27798	27123
5088	6049
10198	12765
7042	9713
7834	5613
3680	28387
3134	6357
18496	18219
1702	1949
4896	4787
12132	14687
14708	17549
4748	4717
4824	7167
19400	23823
21192	20507
7800	12621
16320	19841
2	33
13618	16453
19098	15489
23168	22443
9100	7829
22670	14111
7312	1985
4866	2645
15578	4723
22206	21493
17562	17197
11548	14091
5174	6343
8480	9121
19058	18697
8460	9105
7560	24381
10938	26903
12776	15557
16466	19469
13548	17859
22340	16917
28932	28547
14268	9715
9156	14157
4442	23375
1768	2221
28972	17619
18180	14647
28254	27669
10002	29559
29230	10187
5720	6653
16422	16107
20758	20087
18160	17725
21202	26803
3822	3145
8292	11329
10616	11031
1928	1471
14260	22123
6496	7393
27858	26075
9250	11829
9344	8015
7352	5339
13146	4091
13960	11525
19618	19215
7830	12645
11732	9839
9392	6541
3760	3893
10836	13387
21490	24257
13274	10997
2224	2033
20224	26335
8012	29993
16624	16299
26642	25887
4516	6733
15850	24455
14446	28151
23298	28143
9050	7813
7358	6635
744	627
5714	4493
10406	10829
10488	4791
12142	12221
3576	6317
8420	5959
14720	23255
17084	7659
23458	22765
20872	20199
8080	8805
19914	26293
21604	20879
8944	11563
27392	26661
17356	17023
20056	19523
1664	2875
18966	12719
25728	25067
11958	12107
25048	24401
28660	14321
29708	25281
16572	13445
10380	8821
25016	24379
28906	28499
22468	6335
8688	7587
18838	4681
15614	12957
12834	14583
27006	29079
14482	14325
7978	18709
25692	29483
2396	3203
14378	9799
22732	24249
28514	17209
29746	29671
22254	27555
17390	17011
18284	17853
25462	24843
17738	22699
29530	29427
24754	28897
26436	25707
13528	11225
6246	19173
5250	6211
26432	29909
21592	16525
21280	16403
27450	26723
14810	12189
3152	3899
24014	28535
29134	28791
6534	11111
6670	7517
22796	22079
24686	17821
3976	5863
4874	3199
2050	2143
12622	10617
8612	7533
8894	9467
6188	14729
2734	2637
18532	15085
21514	27145
14944	24035
19580	19177
29498	29379
27230	26465
8252	10245
12102	14661
14642	8113
6340	8369
12426	12573
22742	11717
29476	24869
7012	6377
26456	25729
5780	4521
27174	19733
26734	20079
17224	27531
17470	11733
20876	16205
10810	26515
13928	23469
7458	8285
29450	24793
10156	8677
27490	26769
20704	11073
27788	27115
7620	10347
482	449
11266	11449
26162	25473
15000	14791
25120	15017
16388	13299
5294	6241
27548	29541
26454	25727
22880	17141
16660	13497
22734	24219
1420	1283
23410	22711
8566	11203
20368	19675
28674	22693
4354	2331
7546	12345
172	213
23552	16791
10878	16233
17354	16987
15226	12529
19692	19299
4900	10895
5108	7495
12690	25749
26258	15367
3310	3545
1506	1569
6768	4255
13956	16801
15716	15585
29886	25645
8336	7311
22202	16845
16202	29081
29094	17737
12562	8623
5498	3057
12282	12471
166	131
850	841
7976	8735
23314	22633
20720	20055
2378	2635
23054	22317
25588	18343
214	199
4550	4573
23714	23033
13286	7345
20656	19991
2260	1933
9968	12575
22882	17143
20392	19693
13882	13843
6314	4081
21176	20043
2462	7985
16208	15919
15344	12619
4510	3113
19928	19043
16048	8959
24190	23453
16764	4203
17364	16997
13864	13823
8768	11399
4470	5387
15268	15177
2776	3237
11506	6341
12068	4509
2182	4451
23086	14221
12446	15203
20284	21099
5750	6675
13422	13417
20964	20289
17516	10981
6982	7819
2074	1269
6056	10571
6010	5585
17312	27643
682	787
26322	25615
27424	20149
26062	29705
21142	20471
3392	4077
14774	14587
1564	6773
16384	16081
21664	20933
10396	10827
12870	12983
1964	5787
24818	20203
28030	27391
22102	27483
10328	9751
14302	14193
4902	5819
29320	18185
8486	20223
22774	22043
26938	26281
164	1079
16304	16011
15820	19113
29216	28921
26610	24265
26796	26087
5210	6167
24968	18029
10054	8585
24098	22403
12182	12267
13366	13347
620	937
18780	25197
834	889
4426	3409
27536	20263
27368	26633
11670	14223
7054	7889
11328	27501
26326	18637
18026	23307
3278	3159
696	837
3232	3973
1142	793
24608	17793
17330	14043
4102	6087
29676	20063
14108	16933
20058	15881
16472	15961
23390	22691
6582	7459
9442	9949
22272	21551
26064	25383
2010	1649
42	29
23386	22685
22542	27703
17624	11843
18604	12513
22144	21431
29870	29879
15580	11419
15840	15683
28066	27427
24446	23719
432	581
22300	21591
23558	17433
3240	3907
11294	9433
530	615
15638	12833
2780	2959
12082	17743
11800	5261
26102	29985
24078	23347
28442	27913
16002	15853
2228	2703
7634	15047
26416	25689
28624	22591
446	529
4396	5503
21468	13609
4024	5939
21012	20335
19262	22423
28330	21919
5348	7791
10748	7357
13964	11529
15806	13027
6228	2037
13958	9473
26306	25593
22630	21923
8948	9525
17166	16799
19498	26077
12106	8275
5106	3473
12574	12691
19002	15391
2156	1537
7020	7849
23548	17427
19896	7263
17078	27421
28336	17587
20074	16953
13134	14585
16366	19903
3418	2669
22580	21881
4108	9241
3040	4929
18348	24127
28006	27365
48	73
21400	11287
19536	15673
22530	21803
11712	7981
1444	1123
16784	14403
22798	22083
11324	11517
24162	25007
27520	9131
6066	7019
5076	6025
7078	7913
24244	23495
24664	15187
18330	24089
24714	23973
13696	27159
17062	16717
19162	18763
18788	15255
5480	2109
11338	3735
15738	18987
8542	9157
6002	8533
20786	26673
20696	20023
9410	8089
28518	22309
8658	9675
25940	25257
24796	24053
22812	17117
12322	5527
28392	21995
20160	19537
24420	23667
19372	25997
5940	6913
19696	19305
7568	7599
10082	8609
814	777
8842	7663
768	741
21258	20585
27294	26533
26096	25415
7430	5407
15094	15023
922	663
20900	26793
15404	3183
14212	14885
19390	18989
26164	18017
16122	18167
4936	19487
26124	25437
12358	10431
24452	28727
9432	9945
23246	22529
22890	22161
8218	4079
27806	27135
4812	11099
24540	17687
9178	3273
18736	15213
7056	2309
22474	21749
24072	28567
8742	4253
25776	25113
22428	21693
13164	18089
4210	4295
26730	26019
9994	10497
20924	20261
5596	3821
23102	22367
28628	28145
10576	12335
27000	27333
3246	24277
17278	16903
26530	12799
23620	22949
29712	29645
15414	25387
14946	28905
19066	25759
26698	25981
20690	26589
3366	2897
1826	1461
20288	26341
7752	12563
22838	29303
806	545
3936	5769
13576	12873
22792	22075
6050	7005
27278	16075
15416	15299
1828	1673
10872	6015
14070	27579
958	865
584	649
12180	8337
14876	6723
9770	4593
29732	29655
8000	15483
17658	11875
11844	12003
4768	1493
5962	3937
29880	29873
3336	4013
23616	24461
17580	17223
7554	8383
24864	28965
8188	8901
29600	29513
10220	10667
2054	2017
17492	11749
5458	17243
25006	24369
28170	21547
11404	7749
5738	8223
6562	20257
4912	4075
16858	16495
3454	3243
16322	19843
13404	20189
7842	10557
4006	4857
16118	14419
14472	14315
15870	13055
14138	11657
16014	15859
13238	13211
9868	10179
18156	17721
1552	1771
10336	10755
23778	23091
28652	28169
22336	21625
6362	7519
8804	13753
2080	2417
22434	21705
19956	26415
17038	16685
542	639
3022	4111
21688	16575
4528	6745
11940	14523
8264	18097
12496	8567
18816	25279
5718	5371
8906	9487
6980	27677
24774	17849
28798	23009
19166	18769
28842	23123
1226	653
20308	26363
29868	29863
3744	6743
14454	14293
21284	20615
2826	7701
5756	8243
29958	29977
698	1185
3450	3239
8088	5777
852	775
7908	8685
25512	29371
5166	4995
18432	24435
15246	15157
1940	8501
22078	6223
16344	15935
13336	13311
25514	29373
24374	23639
3298	3979
15318	8539
25506	24893
24110	23381
26856	26153
15196	15129
7668	4621
3186	3079
21658	20929
1932	3131
8788	9357
20292	19601
25472	24857
22878	22157
9222	9775
16264	15969
20520	19867
10928	16291
3738	6739
17188	21449
19308	18905
190	217
15394	18525
23106	22371
23332	22637
18622	17875
25272	25229
2438	1307
1536	1437
240	239
15648	15529
11726	14273
20338	26375
10302	12861
23950	25355
24028	23303
4532	4549
7244	6543
3372	15731
20662	19993
7514	12277
22018	21319
22398	21663
9158	5179
16864	16501
3164	3065
6690	7541
29022	23541
24552	23771
10572	14387
21298	27031
18752	18423
14416	14271
8284	15899
4752	4719
11288	9431
21752	20995
20524	26493
13726	11361
7400	12139
6502	5963
18468	18195
24170	23435
15678	15559
28594	28113
13714	14021
3146	3345
29466	22199
12292	10377
15700	4023
13334	9043
29954	26635
25972	25299
5302	6253
504	20389
19108	25841
6252	7205
8758	7617
23048	22321
21180	20489
1204	1993
4318	6465
22788	15727
17464	22023
20428	19749
19936	24337
24308	23575
10624	8377
19938	19491
27672	16365
14226	12297
3270	3147
27668	20499
25548	29405
18494	10847
21042	26879
18564	15097
27076	13141
26874	26173
14730	14529
774	641
25310	24693
1780	1681
3222	3879
11968	14555
15552	12751
5840	10201
14828	14631
20014	24175
12214	8385
2870	4497
1354	1443
11304	27441
25670	15197
28014	27373
6948	3749
26144	25453
19398	23407
16296	19831
13732	16559
20526	26497
16514	13407
22784	22057
22306	11593
3824	3501
26404	25677
25802	29549
26518	25317
3130	2539
15412	12653
18934	25503
10196	10649
19448	19055
26982	19499
10526	8943
17780	14367
970	1013
19930	14817
1346	3751
11622	5189
19278	15561
5530	9867
66	45
29420	29285
1898	2303
10860	11135
24860	24097
6142	8745
5590	3073
230	1893
2654	1671
14870	14663
14998	14785
210	233
23058	28011
27996	27355
23792	17505
26784	25955
29382	29239
8998	9577
21564	13635
22142	16819
17950	14483
26850	19211
2320	2103
4378	1975
26188	29771
13368	14071
20126	20007
13646	11299
8236	26291
3044	1623
28426	22105
25702	25049
29446	29967
22196	16843
26904	29087
23478	22777
8930	9503
2390	1833
14942	28903
14316	28001
19780	26225
5208	3301
8588	9201
7256	8075
27770	20731
25990	18495
2196	2589
7870	25491
13436	13429
3954	4781
11060	7545
13892	27439
29180	23881
29366	24611
9998	8545
7608	3923
25464	24851
28904	23225
28764	28307
18786	15249
10758	11617
27864	20923
24270	28641
17044	7647
8078	4025
29070	25873
11488	14055
16098	18083
27266	19901
28564	28075
21732	20983
5168	9273
29130	28785
10628	8969
7824	10539
520	409
20222	24251
17348	27661
28498	27977
29988	29989
10988	18285
18154	17709
9812	10339
19198	25893
6348	8349
10426	2649
25428	24807
23100	22363
1606	2061
2818	1739
3350	5779
24694	23949
6112	10651
22364	21637
13794	27281
2750	15895
8698	9291
176	99
11248	9399
14844	14643
16894	20869
6012	6975
5586	1977
27614	26897
4388	3391
10604	14921
25218	29165
8028	7145
7650	8449
18066	17635
29010	28635
5930	6905
9376	8047
9780	10305
3574	3745
15854	15645
2592	3303
16228	15939
23626	17455
25354	15119
23796	23103
27184	26425
22700	29817
13224	13195
19684	19295
13018	8941
7500	4559
24272	28643
9032	9603
17466	22027
21024	20341
27856	11369
28520	27993
25556	18335
14428	17313
3562	6233
4894	7229
9610	8239
6906	3743
14440	14283
27126	19645
13016	15847
11076	16477
20312	19625
19726	19329
22122	27493
6924	6291
8928	9501
5118	6071
25968	25295
6040	15291
6360	8409
14522	14359
258	249
11348	9485
8962	9539
15702	18897
26486	29941
20072	23893
5406	5141
12404	15159
5352	5115
26	85
19560	26099
11136	8777
5140	2515
7714	8509
1910	3843
1104	1281
6524	7419
7354	6631
8024	7137
2716	2173
26172	29759
23050	17217
2452	3031
24282	23547
1176	1209
10614	10247
24800	23931
7652	4617
25782	4663
2526	2415
1214	1237
5070	4925
28546	14249
19384	18979
2094	2209
15690	10763
20842	20173
15916	15777
16510	13397
5064	4913
10362	15591
23708	28355
28648	28163
14276	17165
9084	7827
28646	22647
3354	3575
13086	15889
25862	25179
17620	17261
6950	7777
25788	25129
18134	17983
8686	10275
23906	17553
26534	18715
3988	5867
8536	6043
19778	15783
13808	11429
24522	23743
10670	10969
29060	23629
14926	14717
3296	3169
6326	7267
17456	22799
23920	28493
17628	22415
25482	24867
10740	9019
16548	16231
10414	10833
2782	2685
25866	25187
23432	22737
326	323
8650	11327
6870	7485
20010	22861
5280	2731
2598	2523
13062	18073
4648	5569
21918	16671
16448	16129
17622	17265
28276	21805
6240	7173
6162	5713
9834	7577
27074	29109
15382	18481
16676	11211
12780	2191
27860	21999
10350	17979
11540	3335
6412	2935
21808	21065
25392	24761
2960	3569
24748	3891
27492	26771
15310	12597
6368	5871
3132	4329
9284	3363
29912	29915
22480	21711
14284	17175
1258	1117
14272	9717
22380	21647
6032	6991
28012	21183
15624	12823
17808	11981
15818	15579
778	891
17824	22883
24708	23965
24752	28895
29508	24909
18502	18221
26690	25957
11846	22943
2478	2341
17484	17111
6308	13099
14404	9821
14390	22429
7762	8527
29292	29125
27602	20359
2938	5645
21414	20717
28296	26135
19350	10779
17850	22929
17686	17323
25086	24437
26602	25851
13344	9057
24500	12185
11562	14107
3220	2653
2184	2793
13786	13741
28584	22483
8672	4239
10700	10985
19320	18809
10188	12747
6446	9021
13776	16625
19906	19955
7994	8751
6158	4007
14552	21707
29344	24549
15406	10553
6266	19283
2670	3457
21630	21033
21524	16513
27982	27347
10076	12649
18690	18363
10214	8717
14122	21687
3182	1447
8152	7207
24812	17903
19502	19109
16538	20255
18700	25013
10920	9161
9340	9847
21562	27165
9830	29195
17698	22641
13340	13323
23060	22323
24690	15535
24872	24103
16398	27973
23958	17569
21746	16615
10318	10745
22330	27595
25714	29499
21762	21011
29164	23855
17436	27763
27052	29173
12374	12531
15396	15279
3948	4525
9492	3081
17290	18079
9302	9813
10934	13481
19610	19205
10000	10503
1434	1749
648	699
23164	22493
13158	19571
3364	4217
8266	7271
18588	6901
18044	17599
11730	7999
7392	6659
18910	25471
7586	5497
16368	19907
6602	6045
8572	20497
6414	4839
11278	11483
15466	25505
18120	23603
1064	2787
24056	28561
24116	23387
10606	14811
15038	12391
9196	9757
18304	17893
1944	1809
21048	20363
7388	2805
12478	12615
25298	24675
4342	4411
12060	10109
28238	16955
15680	17921
1956	1349
25012	18123
28318	21891
23614	22945
14494	17367
29964	26511
3066	2983
2854	3401
7112	4363
22298	16891
16992	9367
6624	6063
20866	20195
7148	22431
7566	14949
20568	19923
23446	22753
12528	2189
28124	27507
6278	19343
18398	29119
13940	16787
2188	4477
25422	22101
3042	3653
9574	8203
28212	21633
18738	18415
22118	21407
2784	7467
9908	10425
6506	5967
2878	2019
18092	17647
25326	24703
20076	22681
19686	19297
5394	7825
24064	5343
2178	1663
5232	3721
11164	3291
23510	14393
18372	15971
20378	26395
1972	3631
5870	6817
20542	21131
20760	20095
21342	20653
22502	21777
10992	16381
5468	5207
24866	10205
10600	12305
23566	28291
19804	26237
6680	6533
2508	18225
12454	14389
11736	11891
12300	4623
6424	7337
20178	24181
7070	7901
17876	17469
10620	7279
28780	28321
12872	14731
23280	22569
7222	6515
7826	8591
304	333
20424	24183
1806	1221
80	77
16210	13159
1700	3683
10696	8999
120	49
20102	24465
8468	11109
4848	4763
21082	20401
12118	6725
28824	23087
6148	10687
23128	28043
5812	6731
29388	27881
2588	2711
23660	22991
17052	13789
27576	26851
26496	25773
29116	28763
7336	6623
15926	19377
28966	17617
6540	5995
17238	16865
12038	8231
10772	9037
21218	11245
18662	22203
25904	25227
28400	27859
3326	4733
13826	7645
23196	22475
1924	12205
19844	19417
13080	15887
21328	13551
612	559
23248	2777
22944	22219
18548	27877
11308	7685
22406	16947
19522	19129
18766	15231
11980	23421
17918	23101
26864	26161
6118	5675
3280	2169
16732	26987
3862	3529
23444	23759
27644	26923
25554	24929
4404	1245
8316	4813
25778	25115
5372	2287
18400	14945
29264	28995
15002	12293
20652	16113
4280	11741
25000	24367
12520	15273
23936	23235
242	115
5740	4499
22870	14161
29998	28869
18562	18261
17374	21779
6086	2865
20482	19839
16546	16211
17086	16725
10586	11437
11400	6275
17362	16995
27120	26365
21924	19291
604	617
8114	10811
3568	4291
2506	2605
29496	29375
10456	13049
6584	7463
994	1041
7270	11979
22186	21479
16884	9681
13396	17073
27696	20557
21168	20481
25114	18193
28450	17153
7144	9801
8512	7461
23870	23173
29416	29279
18466	24509
1638	1327
12766	12881
27618	26901
28228	27633
25192	24589
2468	3063
2234	2437
7764	6961
25170	24561
8666	9275
28580	28091
21538	11339
6448	16023
17800	22829
7816	15261
14702	12071
21304	20633
11524	11671
16800	11271
21966	21235
4300	5187
29298	18127
9234	11817
4720	7043
21588	20909
18088	17643
26552	25823
26024	25347
24892	28975
22600	24305
9556	6643
12328	10401
4640	3947
23450	28237
5328	5085
11774	8037
10612	12157
15922	19375
25066	18141
7060	3041
644	1035
18742	25099
27720	27029
290	315
24920	24141
5948	5537
19952	28863
20640	26555
25910	25239
3582	4307
9180	7891
776	801
2358	6713
27598	19781
4732	12741
19552	13001
25244	29233
20140	19355
1110	729
19904	26287
5284	7707
18878	15311
2930	2839
804	705
13142	14889
17294	16923
13974	13925
3546	3305
4256	9641
29460	24827
6774	7623
10974	16353
18492	15051
14116	16939
20990	20323
22532	21807
28880	23191
21548	15689
13728	13667
22234	21519
5804	8281
12290	12323
15778	8823
21988	21279
28858	28437
17006	16653
15766	15633
21138	20467
19044	25177
8122	8801
18128	14617
16692	20501
28794	23005
10780	11053
26812	26101
17956	17539
27480	20177
28632	22607
25284	24655
21850	21109
11860	9955
17486	14893
14762	14575
4524	8297
9990	8543
24896	12287
5286	5065
22642	27789
25200	24595
5974	29433
6300	5839
18978	18609
17590	17665
10942	7483
11238	11435
2512	2391
22054	21355
14590	6571
26312	25595
6708	7569
25436	24813
13912	21345
24238	23509
14918	14705
3992	23313
3740	4535
14744	17593
21612	20887
5110	4187
4572	4601
23502	22805
3348	7169
7320	8129
3614	4353
2998	3205
19954	19731
19822	19397
1480	1661
10566	15375
17664	17301
2328	1547
18818	18479
22174	27521
9772	8395
5424	6387
17264	13993
3100	2721
9104	21911
23170	17285
14848	15821
12166	12253
5176	8759
20268	15913
22360	21635
1644	1469
11882	6605
1904	835
9484	9985
27506	26783
24118	23389
4080	6039
22014	4271
12898	13021
23860	28455
15772	19057
16046	12923
5216	6185
18004	18163
2216	2855
26508	18713
14238	3337
18172	23691
20926	26813
11522	9639
2982	15685
21008	26859
25698	29493
10702	4831
17750	14347
5100	9173
24086	23355
16654	16333
7104	3357
3598	4333
14352	22365
19746	20047
18094	17649
18428	18135
27462	26737
21848	21105
10222	7095
4386	5287
9786	10315
11280	9421
1264	1543
18924	12693
18848	25377
10026	8569
16996	13747
1854	3185
28832	28401
12240	14963
12304	10387
24544	23757
25060	24411
10144	2863
27814	27147
28156	21497
1164	747
24410	23659
16818	16459
27018	19527
26278	25571
28852	28427
14096	27603
13600	7529
15696	10765
22602	27753
1118	1115
20530	19883
13386	3633
27782	20773
21782	21037
28770	28315
9832	12459
1366	4479
10050	25269
23392	17365
16892	20851
938	1113
6554	6007
10034	10523
26520	25789
17904	28377
17182	16821
15754	19007
17776	13413
15346	15241
5282	6235
5318	6269
28688	28233
19216	18827
15076	10321
27736	27053
8186	7231
16704	26969
1326	1207
22680	14113
2712	3963
27190	13221
14218	27815
16226	13193
17066	11447
24382	24217
1188	1421
20166	15897
24982	24295
2964	4027
26250	25549
23042	22271
8344	5891
22860	17133
2762	3223
19368	18957
8620	13561
25794	25133
25314	18269
8176	7217
19528	26091
12966	8907
9394	9905
340	591
12584	15233
17260	21573
27722	20627
13428	4921
23018	22291
7282	11997
22514	27689
14772	10073
24566	28793
29854	29843
1538	1239
18280	17847
14292	11781
4624	4639
25680	25031
5884	14965
21382	20697
14084	16915
18948	15343
22722	10859
2344	1923
14938	28889
14874	5431
3312	10647
12168	12259
13788	21053
20142	18159
14640	9957
25578	24953
8202	5831
29910	29663
19592	19029
25274	27879
21026	20345
21582	20861
27646	26927
19614	15703
8270	14883
18276	17845
16966	13725
3258	12495
13394	24351
23872	23175
23482	22789
5698	12115
27928	27271
4940	10233
4048	5987
1090	1347
4922	10917
18600	18293
